名称,路径,级别,类型,年份,体积(字节)
1.品职教育 CFA III Ethics & Professional standards.pdf,/cfa三级/Cfa三级2024/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第五轮 强化班&品职整理笔记（根据强化班课程自行整理，已分大纲，看品职强化文件夹即可）/品职强化/1.品职教育 CFA III Ethics & Professional standards.pdf,三级,文件,2024,155962214
品职道德讲义.pdf,/cfa三级/Cfa三级2024/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第八轮 错题整理（已按照科目及知识点分类，共700页左右，此外含有个人总结难理解及易混知识点，看最终错题本地版）/品职道德讲义.pdf,三级,文件,2024,248266261
2023品职道德三级别通用版讲义 更新.pdf,/cfa三级/Cfa三级2024/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第八轮 错题整理（已按照科目及知识点分类，共700页左右，此外含有个人总结难理解及易混知识点，看最终错题本地版）/最终复习/2023品职道德三级别通用版讲义 更新.pdf,三级,文件,2024,52111837
1.品职教育 CFA机考必学方案.pdf,/cfa三级/Cfa三级2024/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第四轮 pz习题汇总（重点做经典题和例题，已区分有答案版和无答案版，已建立书签检索）/1.品职教育 CFA机考必学方案.pdf,三级,文件,2024,16432632
CFA闪卡（三级）,/cfa三级/Cfa三级2024/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第四轮 pz习题汇总（重点做经典题和例题，已区分有答案版和无答案版，已建立书签检索）/CFA闪卡（三级）,三级,文件夹,2024,
品职教育2022年CFA三级 Flashcard_Asset Allocation.pdf,/cfa三级/Cfa三级2024/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第四轮 pz习题汇总（重点做经典题和例题，已区分有答案版和无答案版，已建立书签检索）/CFA闪卡（三级）/品职教育2022年CFA三级 Flashcard_Asset Allocation.pdf,三级,文件,2024,2185880
品职教育2022年CFA三级 Flashcard_Equity.pdf,/cfa三级/Cfa三级2024/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第四轮 pz习题汇总（重点做经典题和例题，已区分有答案版和无答案版，已建立书签检索）/CFA闪卡（三级）/品职教育2022年CFA三级 Flashcard_Equity.pdf,三级,文件,2024,4521916
品职教育2022年CFA三级 Flashcard_GIPS.pdf,/cfa三级/Cfa三级2024/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第四轮 pz习题汇总（重点做经典题和例题，已区分有答案版和无答案版，已建立书签检索）/CFA闪卡（三级）/品职教育2022年CFA三级 Flashcard_GIPS.pdf,三级,文件,2024,1992636
品职教育2022年CFA三级Flashcard_七大条准则.pdf,/cfa三级/Cfa三级2024/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第四轮 pz习题汇总（重点做经典题和例题，已区分有答案版和无答案版，已建立书签检索）/CFA闪卡（三级）/品职教育2022年CFA三级Flashcard_七大条准则.pdf,三级,文件,2024,4229721
11.品职教育 CFA III 例题课Global Investment Performance Standards (GIPS) .pdf,/cfa三级/Cfa三级2024/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第四轮 pz习题汇总（重点做经典题和例题，已区分有答案版和无答案版，已建立书签检索）/习题讲义汇总/11.品职教育 CFA III 例题课Global Investment Performance Standards (GIPS) .pdf,三级,文件,2024,1442864
2.品职教育 CFA III 经典题 Behavioral Finance(有答案版).pdf,/cfa三级/Cfa三级2024/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第四轮 pz习题汇总（重点做经典题和例题，已区分有答案版和无答案版，已建立书签检索）/习题讲义汇总/2.品职教育 CFA III 经典题 Behavioral Finance(有答案版).pdf,三级,文件,2024,22190469
1.品职教育 CFA III 例题课 Capital Market Expectations已做.pdf,/cfa三级/Cfa三级2024/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第四轮 pz习题汇总（重点做经典题和例题，已区分有答案版和无答案版，已建立书签检索）/例题课讲义/1.品职教育 CFA III 例题课 Capital Market Expectations已做.pdf,三级,文件,2024,36349191
10.品职教育 CFA III 例题课 Trading & Performance.pdf,/cfa三级/Cfa三级2024/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第四轮 pz习题汇总（重点做经典题和例题，已区分有答案版和无答案版，已建立书签检索）/例题课讲义/10.品职教育 CFA III 例题课 Trading & Performance.pdf,三级,文件,2024,43115903
3.品职教育 CFA III 例题课 Private Wealth Management .pdf,/cfa三级/Cfa三级2024/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第四轮 pz习题汇总（重点做经典题和例题，已区分有答案版和无答案版，已建立书签检索）/例题课讲义/3.品职教育 CFA III 例题课 Private Wealth Management .pdf,三级,文件,2024,60952672
4.品职教育 CFA III 例题课 Asset Allocation.pdf,/cfa三级/Cfa三级2024/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第四轮 pz习题汇总（重点做经典题和例题，已区分有答案版和无答案版，已建立书签检索）/例题课讲义/4.品职教育 CFA III 例题课 Asset Allocation.pdf,三级,文件,2024,48201541
5.品职教育 CFA III 例题课 Equity Portfolio Management.pdf,/cfa三级/Cfa三级2024/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第四轮 pz习题汇总（重点做经典题和例题，已区分有答案版和无答案版，已建立书签检索）/例题课讲义/5.品职教育 CFA III 例题课 Equity Portfolio Management.pdf,三级,文件,2024,33933690
1.品职教育 CFA III Asset Allocation and Related Decisions in Portfolio Management.pdf,/cfa三级/Cfa三级2024/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第四轮 pz习题汇总（重点做经典题和例题，已区分有答案版和无答案版，已建立书签检索）/基础讲义/1.品职教育 CFA III Asset Allocation and Related Decisions in Portfolio Management.pdf,三级,文件,2024,75220297
1.品职教育 CFA III Capital Market Expectations(OCR).pdf,/cfa三级/Cfa三级2024/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第四轮 pz习题汇总（重点做经典题和例题，已区分有答案版和无答案版，已建立书签检索）/基础讲义/1.品职教育 CFA III Capital Market Expectations(OCR).pdf,三级,文件,2024,67190774
1.品职教育 CFA III Capital Market Expectations.pdf,/cfa三级/Cfa三级2024/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第四轮 pz习题汇总（重点做经典题和例题，已区分有答案版和无答案版，已建立书签检索）/基础讲义/1.品职教育 CFA III Capital Market Expectations.pdf,三级,文件,2024,66995138
1.品职教育 CFA III Derivatives and Currency Management.pdf,/cfa三级/Cfa三级2024/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第四轮 pz习题汇总（重点做经典题和例题，已区分有答案版和无答案版，已建立书签检索）/基础讲义/1.品职教育 CFA III Derivatives and Currency Management.pdf,三级,文件,2024,85599704
2.品职教育 CFA III Fixed Income (Part 2).pdf,/cfa三级/Cfa三级2024/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第四轮 pz习题汇总（重点做经典题和例题，已区分有答案版和无答案版，已建立书签检索）/基础讲义/2.品职教育 CFA III Fixed Income (Part 2).pdf,三级,文件,2024,62880730
3.品职教育 CFA III Global Investment Performance Standards-Sample Reports.pdf,/cfa三级/Cfa三级2024/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第四轮 pz习题汇总（重点做经典题和例题，已区分有答案版和无答案版，已建立书签检索）/基础讲义/3.品职教育 CFA III Global Investment Performance Standards-Sample Reports.pdf,三级,文件,2024,2260052
18.品职教育 CFA III 经典题 机构IPS（写作题无答案版）.pdf,/cfa三级/Cfa三级2024/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第四轮 pz习题汇总（重点做经典题和例题，已区分有答案版和无答案版，已建立书签检索）/经典题通关讲义/无答案版/18.品职教育 CFA III 经典题 机构IPS（写作题无答案版）.pdf,三级,文件,2024,18953289
13.品职教育 CFA III 经典题 Fixed Income 有答案(OCR).pdf,/cfa三级/Cfa三级2024/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第四轮 pz习题汇总（重点做经典题和例题，已区分有答案版和无答案版，已建立书签检索）/经典题通关讲义/有答案版/13.品职教育 CFA III 经典题 Fixed Income 有答案(OCR).pdf,三级,文件,2024,79271574
17.品职教育 CFA III 经典题 机构IPS（写作题有答案版）.pdf,/cfa三级/Cfa三级2024/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第四轮 pz习题汇总（重点做经典题和例题，已区分有答案版和无答案版，已建立书签检索）/经典题通关讲义/有答案版/17.品职教育 CFA III 经典题 机构IPS（写作题有答案版）.pdf,三级,文件,2024,35326156
3.品职教育 CFA III 经典题 Individual IPS 有答案.pdf,/cfa三级/Cfa三级2024/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第四轮 pz习题汇总（重点做经典题和例题，已区分有答案版和无答案版，已建立书签检索）/经典题通关讲义/有答案版/3.品职教育 CFA III 经典题 Individual IPS 有答案.pdf,三级,文件,2024,63083330
5.品职教育 CFA III 经典题 Capital Market Expectations 有答案.pdf,/cfa三级/Cfa三级2024/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第四轮 pz习题汇总（重点做经典题和例题，已区分有答案版和无答案版，已建立书签检索）/经典题通关讲义/有答案版/5.品职教育 CFA III 经典题 Capital Market Expectations 有答案.pdf,三级,文件,2024,47353777
7.品职教育 CFA III 经典题 Capital Market Expectations (补充)有答案.pdf,/cfa三级/Cfa三级2024/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第四轮 pz习题汇总（重点做经典题和例题，已区分有答案版和无答案版，已建立书签检索）/经典题通关讲义/有答案版/7.品职教育 CFA III 经典题 Capital Market Expectations (补充)有答案.pdf,三级,文件,2024,34725858
品职教育 CFA III 经典题 Ethics（有答案版）.pdf,/cfa三级/Cfa三级2024/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第四轮 pz习题汇总（重点做经典题和例题，已区分有答案版和无答案版，已建立书签检索）/经典题通关讲义/有答案版/品职教育 CFA III 经典题 Ethics（有答案版）.pdf,三级,文件,2024,23401000
新cfa24一级,/cfa三级/新cfa24一级,一级,文件夹,0,
"25年GD,JC一级CFA等多个文件","/cfa三级/新cfa24一级/25年GD,JC一级CFA等多个文件",一级,文件夹,0,
25年GD一级CFA,"/cfa三级/新cfa24一级/25年GD,JC一级CFA等多个文件/25年GD一级CFA",一级,文件夹,0,
32.CFA协会项目参与者的行为 .mp4,"/cfa三级/新cfa24一级/25年GD,JC一级CFA等多个文件/25年GD一级CFA/3.王牌陈讲道德/32.CFA协会项目参与者的行为 .mp4",一级,文件,0,346794112
33.关于CFA协会 名衔和课程 .mp4,"/cfa三级/新cfa24一级/25年GD,JC一级CFA等多个文件/25年GD一级CFA/3.王牌陈讲道德/33.关于CFA协会 名衔和课程 .mp4",一级,文件,0,329273321
CFA一级模考套卷-A卷讲解,"/cfa三级/新cfa24一级/25年GD,JC一级CFA等多个文件/25年GD一级CFA/6.模考卷360题（有讲解）/CFA一级模考套卷-A卷讲解",一级,文件夹,0,
CFA一级模考套卷-B卷讲解,"/cfa三级/新cfa24一级/25年GD,JC一级CFA等多个文件/25年GD一级CFA/6.模考卷360题（有讲解）/CFA一级模考套卷-B卷讲解",一级,文件夹,0,
25年JC一级CFA,"/cfa三级/新cfa24一级/25年GD,JC一级CFA等多个文件/25年JC一级CFA",一级,文件夹,0,
3.CFA金融英语,"/cfa三级/新cfa24一级/25年GD,JC一级CFA等多个文件/25年JC一级CFA/0.工具辅导课程/3.CFA金融英语",一级,文件夹,0,
4.CFA金融数学,"/cfa三级/新cfa24一级/25年GD,JC一级CFA等多个文件/25年JC一级CFA/0.工具辅导课程/4.CFA金融数学",一级,文件夹,0,
4.CFA备考常见英语词汇,"/cfa三级/新cfa24一级/25年GD,JC一级CFA等多个文件/25年JC一级CFA/1.前导班/4.CFA备考常见英语词汇",一级,文件夹,0,
5.CFA备考财务基础知识,"/cfa三级/新cfa24一级/25年GD,JC一级CFA等多个文件/25年JC一级CFA/1.前导班/5.CFA备考财务基础知识",一级,文件夹,0,
2025年CFA一级王者百题_公司金融.pdf,"/cfa三级/新cfa24一级/25年GD,JC一级CFA等多个文件/25年JC一级CFA/4.百题班/讲义/2025年CFA一级王者百题_公司金融.pdf",一级,文件,2025,1619873
2025年CFA一级王者百题_另类.pdf,"/cfa三级/新cfa24一级/25年GD,JC一级CFA等多个文件/25年JC一级CFA/4.百题班/讲义/2025年CFA一级王者百题_另类.pdf",一级,文件,2025,1415258
2025年CFA一级王者百题_固收.pdf,"/cfa三级/新cfa24一级/25年GD,JC一级CFA等多个文件/25年JC一级CFA/4.百题班/讲义/2025年CFA一级王者百题_固收.pdf",一级,文件,2025,1898941
2025年CFA一级王者百题_数量.pdf,"/cfa三级/新cfa24一级/25年GD,JC一级CFA等多个文件/25年JC一级CFA/4.百题班/讲义/2025年CFA一级王者百题_数量.pdf",一级,文件,2025,1661860
2025年CFA一级王者百题_权益.pdf,"/cfa三级/新cfa24一级/25年GD,JC一级CFA等多个文件/25年JC一级CFA/4.百题班/讲义/2025年CFA一级王者百题_权益.pdf",一级,文件,2025,1731894
2025年CFA一级王者百题_组合_.pdf,"/cfa三级/新cfa24一级/25年GD,JC一级CFA等多个文件/25年JC一级CFA/4.百题班/讲义/2025年CFA一级王者百题_组合_.pdf",一级,文件,2025,1559373
2025年CFA一级王者百题_经济.pdf,"/cfa三级/新cfa24一级/25年GD,JC一级CFA等多个文件/25年JC一级CFA/4.百题班/讲义/2025年CFA一级王者百题_经济.pdf",一级,文件,2025,1763998
2025年CFA一级王者百题_衍生.pdf,"/cfa三级/新cfa24一级/25年GD,JC一级CFA等多个文件/25年JC一级CFA/4.百题班/讲义/2025年CFA一级王者百题_衍生.pdf",一级,文件,2025,1469578
2025年CFA一级王者百题_财报.pdf,"/cfa三级/新cfa24一级/25年GD,JC一级CFA等多个文件/25年JC一级CFA/4.百题班/讲义/2025年CFA一级王者百题_财报.pdf",一级,文件,2025,1916572
2025年CFA一级王者百题_道德.pdf,"/cfa三级/新cfa24一级/25年GD,JC一级CFA等多个文件/25年JC一级CFA/4.百题班/讲义/2025年CFA一级王者百题_道德.pdf",一级,文件,2025,799086
2025年02月CFA一级密押（上）,"/cfa三级/新cfa24一级/25年GD,JC一级CFA等多个文件/25年JC一级CFA/6.冲刺模考/2025年02月CFA一级密押（上）",一级,文件夹,2025,
2025年02月CFA一级密押（下）,"/cfa三级/新cfa24一级/25年GD,JC一级CFA等多个文件/25年JC一级CFA/6.冲刺模考/2025年02月CFA一级密押（下）",一级,文件夹,2025,
2025年02月CFA一级模考1（上）,"/cfa三级/新cfa24一级/25年GD,JC一级CFA等多个文件/25年JC一级CFA/6.冲刺模考/2025年02月CFA一级模考1（上）",一级,文件夹,2025,
2025年02月CFA一级模考1（下）,"/cfa三级/新cfa24一级/25年GD,JC一级CFA等多个文件/25年JC一级CFA/6.冲刺模考/2025年02月CFA一级模考1（下）",一级,文件夹,2025,
2025年02月CFA一级模考2（上）,"/cfa三级/新cfa24一级/25年GD,JC一级CFA等多个文件/25年JC一级CFA/6.冲刺模考/2025年02月CFA一级模考2（上）",一级,文件夹,2025,
2025年02月CFA一级模考2（下）,"/cfa三级/新cfa24一级/25年GD,JC一级CFA等多个文件/25年JC一级CFA/6.冲刺模考/2025年02月CFA一级模考2（下）",一级,文件夹,2025,
2025年CFA一级百题组卷测试（上）,"/cfa三级/新cfa24一级/25年GD,JC一级CFA等多个文件/25年JC一级CFA/6.冲刺模考/2025年CFA一级百题组卷测试（上）",一级,文件夹,2025,
2025年CFA一级百题组卷测试（下）,"/cfa三级/新cfa24一级/25年GD,JC一级CFA等多个文件/25年JC一级CFA/6.冲刺模考/2025年CFA一级百题组卷测试（下）",一级,文件夹,2025,
2025CFA一级密卷_上（答案）.pdf,"/cfa三级/新cfa24一级/25年GD,JC一级CFA等多个文件/25年JC一级CFA/6.冲刺模考/讲义/2025CFA一级密卷_上（答案）.pdf",一级,文件,2025,597102
2025CFA一级密卷_上（题目）.pdf,"/cfa三级/新cfa24一级/25年GD,JC一级CFA等多个文件/25年JC一级CFA/6.冲刺模考/讲义/2025CFA一级密卷_上（题目）.pdf",一级,文件,2025,413428
2025CFA一级密卷_下（答案）.pdf,"/cfa三级/新cfa24一级/25年GD,JC一级CFA等多个文件/25年JC一级CFA/6.冲刺模考/讲义/2025CFA一级密卷_下（答案）.pdf",一级,文件,2025,494940
2025CFA一级密卷_下（题目）.pdf,"/cfa三级/新cfa24一级/25年GD,JC一级CFA等多个文件/25年JC一级CFA/6.冲刺模考/讲义/2025CFA一级密卷_下（题目）.pdf",一级,文件,2025,362233
2025CFA一级模考A1答案.pdf,"/cfa三级/新cfa24一级/25年GD,JC一级CFA等多个文件/25年JC一级CFA/6.冲刺模考/讲义/2025CFA一级模考A1答案.pdf",一级,文件,2025,471338
2025CFA一级模考A1题目.pdf,"/cfa三级/新cfa24一级/25年GD,JC一级CFA等多个文件/25年JC一级CFA/6.冲刺模考/讲义/2025CFA一级模考A1题目.pdf",一级,文件,2025,253383
2025CFA一级模考A2答案.pdf,"/cfa三级/新cfa24一级/25年GD,JC一级CFA等多个文件/25年JC一级CFA/6.冲刺模考/讲义/2025CFA一级模考A2答案.pdf",一级,文件,2025,535687
2025CFA一级模考A2题目.pdf,"/cfa三级/新cfa24一级/25年GD,JC一级CFA等多个文件/25年JC一级CFA/6.冲刺模考/讲义/2025CFA一级模考A2题目.pdf",一级,文件,2025,242279
2025CFA一级模考B1答案.pdf,"/cfa三级/新cfa24一级/25年GD,JC一级CFA等多个文件/25年JC一级CFA/6.冲刺模考/讲义/2025CFA一级模考B1答案.pdf",一级,文件,2025,436547
2025CFA一级模考B1题目.pdf,"/cfa三级/新cfa24一级/25年GD,JC一级CFA等多个文件/25年JC一级CFA/6.冲刺模考/讲义/2025CFA一级模考B1题目.pdf",一级,文件,2025,260592
2025CFA一级模考B2答案.pdf,"/cfa三级/新cfa24一级/25年GD,JC一级CFA等多个文件/25年JC一级CFA/6.冲刺模考/讲义/2025CFA一级模考B2答案.pdf",一级,文件,2025,474201
2025CFA一级模考B2题目.pdf,"/cfa三级/新cfa24一级/25年GD,JC一级CFA等多个文件/25年JC一级CFA/6.冲刺模考/讲义/2025CFA一级模考B2题目.pdf",一级,文件,2025,238610
CFA一级科目权重_金程（适用于25年考纲）_Password_Removed.pdf,"/cfa三级/新cfa24一级/25年GD,JC一级CFA等多个文件/25年JC一级CFA/讲义汇总/前导讲义/CFA一级科目权重_金程（适用于25年考纲）_Password_Removed.pdf",一级,文件,0,61525
CFA一级强化公金_王慧琳_金程（打印版）_Password_Removed.pdf,"/cfa三级/新cfa24一级/25年GD,JC一级CFA等多个文件/25年JC一级CFA/讲义汇总/强化串讲讲义/CFA一级强化公金_王慧琳_金程（打印版）_Password_Removed.pdf",一级,文件,0,1924941
CFA一级强化公金_王慧琳_金程（标准版）_Password_Removed.pdf,"/cfa三级/新cfa24一级/25年GD,JC一级CFA等多个文件/25年JC一级CFA/讲义汇总/强化串讲讲义/CFA一级强化公金_王慧琳_金程（标准版）_Password_Removed.pdf",一级,文件,0,1651005
CFA一级强化另类_韩霄_金程（打印版）_Password_Removed.pdf,"/cfa三级/新cfa24一级/25年GD,JC一级CFA等多个文件/25年JC一级CFA/讲义汇总/强化串讲讲义/CFA一级强化另类_韩霄_金程（打印版）_Password_Removed.pdf",一级,文件,0,1417897
CFA一级强化另类_韩霄_金程（标准版）_Password_Removed.pdf,"/cfa三级/新cfa24一级/25年GD,JC一级CFA等多个文件/25年JC一级CFA/讲义汇总/强化串讲讲义/CFA一级强化另类_韩霄_金程（标准版）_Password_Removed.pdf",一级,文件,0,1762752
CFA一级强化固收_林正_金程（打印版）_Password_Removed.pdf,"/cfa三级/新cfa24一级/25年GD,JC一级CFA等多个文件/25年JC一级CFA/讲义汇总/强化串讲讲义/CFA一级强化固收_林正_金程（打印版）_Password_Removed.pdf",一级,文件,0,1922019
CFA一级强化固收_林正_金程（标准版）_Password_Removed.pdf,"/cfa三级/新cfa24一级/25年GD,JC一级CFA等多个文件/25年JC一级CFA/讲义汇总/强化串讲讲义/CFA一级强化固收_林正_金程（标准版）_Password_Removed.pdf",一级,文件,0,3171751
CFA一级强化数量_王慧琳_金程（打印版）_Password_Removed.pdf,"/cfa三级/新cfa24一级/25年GD,JC一级CFA等多个文件/25年JC一级CFA/讲义汇总/强化串讲讲义/CFA一级强化数量_王慧琳_金程（打印版）_Password_Removed.pdf",一级,文件,0,900484
CFA一级强化数量_王慧琳_金程（标准版）_Password_Removed.pdf,"/cfa三级/新cfa24一级/25年GD,JC一级CFA等多个文件/25年JC一级CFA/讲义汇总/强化串讲讲义/CFA一级强化数量_王慧琳_金程（标准版）_Password_Removed.pdf",一级,文件,0,1530328
CFA一级强化权益_韩霄_金程（打印版）_Password_Removed.pdf,"/cfa三级/新cfa24一级/25年GD,JC一级CFA等多个文件/25年JC一级CFA/讲义汇总/强化串讲讲义/CFA一级强化权益_韩霄_金程（打印版）_Password_Removed.pdf",一级,文件,0,648210
CFA一级强化权益_韩霄_金程（标准版）_Password_Removed.pdf,"/cfa三级/新cfa24一级/25年GD,JC一级CFA等多个文件/25年JC一级CFA/讲义汇总/强化串讲讲义/CFA一级强化权益_韩霄_金程（标准版）_Password_Removed.pdf",一级,文件,0,2163384
CFA一级强化班_经济学_林正（打印版）_Password_Removed.pdf,"/cfa三级/新cfa24一级/25年GD,JC一级CFA等多个文件/25年JC一级CFA/讲义汇总/强化串讲讲义/CFA一级强化班_经济学_林正（打印版）_Password_Removed.pdf",一级,文件,0,2236078
CFA一级强化班_经济学_林正（标准版）_Password_Removed.pdf,"/cfa三级/新cfa24一级/25年GD,JC一级CFA等多个文件/25年JC一级CFA/讲义汇总/强化串讲讲义/CFA一级强化班_经济学_林正（标准版）_Password_Removed.pdf",一级,文件,0,2761077
CFA一级强化组合_王慧琳_金程（打印版）_Password_Removed.pdf,"/cfa三级/新cfa24一级/25年GD,JC一级CFA等多个文件/25年JC一级CFA/讲义汇总/强化串讲讲义/CFA一级强化组合_王慧琳_金程（打印版）_Password_Removed.pdf",一级,文件,0,606427
CFA一级强化组合_王慧琳_金程（标准版）_Password_Removed.pdf,"/cfa三级/新cfa24一级/25年GD,JC一级CFA等多个文件/25年JC一级CFA/讲义汇总/强化串讲讲义/CFA一级强化组合_王慧琳_金程（标准版）_Password_Removed.pdf",一级,文件,0,1184653
CFA一级强化衍生品_周琪_金程（打印版）_Password_Removed.pdf,"/cfa三级/新cfa24一级/25年GD,JC一级CFA等多个文件/25年JC一级CFA/讲义汇总/强化串讲讲义/CFA一级强化衍生品_周琪_金程（打印版）_Password_Removed.pdf",一级,文件,0,1359278
CFA一级强化衍生品_周琪_金程（标准版）_Password_Removed.pdf,"/cfa三级/新cfa24一级/25年GD,JC一级CFA等多个文件/25年JC一级CFA/讲义汇总/强化串讲讲义/CFA一级强化衍生品_周琪_金程（标准版）_Password_Removed.pdf",一级,文件,0,7956437
CFA一级强化财务分析_韩霄_金程(补录打印版）_Password_Removed.pdf,"/cfa三级/新cfa24一级/25年GD,JC一级CFA等多个文件/25年JC一级CFA/讲义汇总/强化串讲讲义/CFA一级强化财务分析_韩霄_金程(补录打印版）_Password_Removed.pdf",一级,文件,0,782966
CFA一级强化财务分析_韩霄_金程（补录标准版）_Password_Removed.pdf,"/cfa三级/新cfa24一级/25年GD,JC一级CFA等多个文件/25年JC一级CFA/讲义汇总/强化串讲讲义/CFA一级强化财务分析_韩霄_金程（补录标准版）_Password_Removed.pdf",一级,文件,0,583847
CFA一级强化财报_纪慧诚_金程（打印版）_Password_Removed.pdf,"/cfa三级/新cfa24一级/25年GD,JC一级CFA等多个文件/25年JC一级CFA/讲义汇总/强化串讲讲义/CFA一级强化财报_纪慧诚_金程（打印版）_Password_Removed.pdf",一级,文件,0,1330546
CFA一级强化财报_纪慧诚_金程（标准版）_Password_Removed.pdf,"/cfa三级/新cfa24一级/25年GD,JC一级CFA等多个文件/25年JC一级CFA/讲义汇总/强化串讲讲义/CFA一级强化财报_纪慧诚_金程（标准版）_Password_Removed.pdf",一级,文件,0,2428646
CFA一级,/cfa三级/新cfa24一级/CFA一级,一级,文件夹,0,
25年CFA一级电子资料,/cfa三级/新cfa24一级/CFA一级/25年CFA一级电子资料,一级,文件夹,0,
24CFA一级资料,/cfa三级/新cfa24一级/CFA一级/25年CFA一级电子资料/24CFA一级资料,一级,文件夹,0,
2024CFA一级Notes,/cfa三级/新cfa24一级/CFA一级/25年CFA一级电子资料/24CFA一级资料/2024CFA一级Notes,一级,文件夹,2024,
2024CFA一级原版书教材,/cfa三级/新cfa24一级/CFA一级/25年CFA一级电子资料/24CFA一级资料/2024CFA一级原版书教材,一级,文件夹,2024,
24CFA一级中文教材,/cfa三级/新cfa24一级/CFA一级/25年CFA一级电子资料/24CFA一级资料/24CFA一级中文教材,一级,文件夹,0,
CFA 2025 Level I - Book1.pdf,/cfa三级/新cfa24一级/CFA一级/25年CFA一级电子资料/25notes/CFA 2025 Level I - Book1.pdf,一级,文件,2025,4025744
CFA 2025 Level I - Book2.pdf,/cfa三级/新cfa24一级/CFA一级/25年CFA一级电子资料/25notes/CFA 2025 Level I - Book2.pdf,一级,文件,2025,8018840
CFA 2025 Level I - Book3.pdf,/cfa三级/新cfa24一级/CFA一级/25年CFA一级电子资料/25notes/CFA 2025 Level I - Book3.pdf,一级,文件,2025,2392459
CFA 2025 Level I - Book4.pdf,/cfa三级/新cfa24一级/CFA一级/25年CFA一级电子资料/25notes/CFA 2025 Level I - Book4.pdf,一级,文件,2025,2157235
CFA 2025 Level I - SchweserQuicksheet.pdf,/cfa三级/新cfa24一级/CFA一级/25年CFA一级电子资料/25notes/CFA 2025 Level I - SchweserQuicksheet.pdf,一级,文件,2025,441161
CFA L1 practice pack,/cfa三级/新cfa24一级/CFA一级/25年CFA一级电子资料/CFA L1 practice pack,一级,文件夹,0,
CFA-2024,/cfa三级/新cfa24一级/CFA一级/25年CFA一级电子资料/CFA L1 practice pack/CFA-2024,一级,文件夹,2024,
CFA 一级 KAPLAN notes,/cfa三级/新cfa24一级/CFA一级/25年CFA一级电子资料/资料包（旧）/CFA 一级 KAPLAN notes,一级,文件夹,0,
CFA一级中文教材,/cfa三级/新cfa24一级/CFA一级/25年CFA一级电子资料/资料包（旧）/CFA一级中文教材,一级,文件夹,0,
品职其他资料,/cfa三级/新cfa24一级/CFA一级/25年CFA一级电子资料/资料包（旧）/品职其他资料,一级,文件夹,0,
CFA一级框架图（23年）,/cfa三级/新cfa24一级/CFA一级/25年CFA一级电子资料/资料包（旧）/品职其他资料/CFA一级框架图（23年）,一级,文件夹,0,
品职教育2023CFA一级框架图Fixed Income_何旋.pdf,/cfa三级/新cfa24一级/CFA一级/25年CFA一级电子资料/资料包（旧）/品职其他资料/CFA一级框架图（23年）/品职教育2023CFA一级框架图Fixed Income_何旋.pdf,一级,文件,2023,2711110
品职教育2023年CFA一级Financial Reporting and Analysis知识框架图_何旋.pdf,/cfa三级/新cfa24一级/CFA一级/25年CFA一级电子资料/资料包（旧）/品职其他资料/CFA一级框架图（23年）/品职教育2023年CFA一级Financial Reporting and Analysis知识框架图_何旋.pdf,一级,文件,2023,3804853
品职教育2023年CFA一级框架图_Equity强化班讲义.pdf,/cfa三级/新cfa24一级/CFA一级/25年CFA一级电子资料/资料包（旧）/品职其他资料/CFA一级框架图（23年）/品职教育2023年CFA一级框架图_Equity强化班讲义.pdf,一级,文件,2023,3201854
品职教育2023年CFA一级知识框架图Portfolio.pdf,/cfa三级/新cfa24一级/CFA一级/25年CFA一级电子资料/资料包（旧）/品职其他资料/CFA一级框架图（23年）/品职教育2023年CFA一级知识框架图Portfolio.pdf,一级,文件,2023,3250354
